JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit
JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2443379.0812,5.050,0.04,,B,MYV,,EPS SCT,,CNAME MAG FROM GCPD,REF.: T T MOON UBVRI PHOTOMTERY (MSC THESIS UNIVERSITY OF MELBOURNE 1978) | CMAG IS MEAN VALUE FROM GENERAL CATALOGUE OF PHOTOMETRIC DATA. MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,6.014,,2443379.0849,DEL SCT,AAVSO,STD,,,,
2443379.0819,5.203,0.04,,U,MYV,,EPS SCT,,CNAME MAG FROM GCPD,REF.: T T MOON UBVRI PHOTOMTERY (MSC THESIS UNIVERSITY OF MELBOURNE 1978) | CMAG IS MEAN VALUE FROM GENERAL CATALOGUE OF PHOTOMETRIC DATA. MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,6.897,,2443379.0856,DEL SCT,AAVSO,STD,,,,
2443379.0881,4.692,0.01,,V,MYV,,EPS SCT,,CNAME MAG FROM GCPD,REF.: T T MOON UBVRI PHOTOMTERY (MSC THESIS UNIVERSITY OF MELBOURNE 1978) | CMAG IS MEAN VALUE FROM GENERAL CATALOGUE OF PHOTOMETRIC DATA. MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,2443379.0918,DEL SCT,AAVSO,STD,,,,
2443379.0888,5.030,0.02,,B,MYV,,EPS SCT,,CNAME MAG FROM GCPD,REF.: T T MOON UBVRI PHOTOMTERY (MSC THESIS UNIVERSITY OF MELBOURNE 1978) | CMAG IS MEAN VALUE FROM GENERAL CATALOGUE OF PHOTOMETRIC DATA. MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,6.014,,2443379.0925,DEL SCT,AAVSO,STD,,,,
2443379.0895,5.206,0.04,,U,MYV,,EPS SCT,,CNAME MAG FROM GCPD,REF.: T T MOON UBVRI PHOTOMTERY (MSC THESIS UNIVERSITY OF MELBOURNE 1978) | CMAG IS MEAN VALUE FROM GENERAL CATALOGUE OF PHOTOMETRIC DATA. MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,6.897,,2443379.0932,DEL SCT,AAVSO,STD,,,,
2445165.0167,4.631,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0181,4.626,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0208,4.624,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0222,4.621,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0236,4.618,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0250,4.609,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0264,4.606,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0278,4.604,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0292,4.603,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0306,4.603,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0319,4.604,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0347,4.613,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0361,4.612,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0375,4.613,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0389,4.613,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0486,4.633,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0500,4.633,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0514,4.635,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0528,4.637,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0542,4.638,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0569,4.648,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0583,4.653,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0597,4.655,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0597,4.655,0.02,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0681,4.673,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0681,4.673,0.02,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0694,4.676,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0694,4.676,0.02,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0708,4.679,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0708,4.679,0.02,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0722,4.683,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0722,4.683,0.02,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0736,4.682,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0736,4.682,0.02,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0750,4.683,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0750,4.683,0.02,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0764,4.685,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0764,4.685,0.02,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0778,4.685,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0778,4.685,0.02,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0792,4.686,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0792,4.686,0.02,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0924,4.728,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0924,4.728,0.02,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0938,4.730,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0938,4.730,0.02,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0951,4.730,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0951,4.730,0.02,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0965,4.729,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0965,4.729,0.02,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445165.0979,4.734,0.023,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
